timestamp,price,datetime
1766185352,45151.6936,2025-12-19 23:02:32
1766185354,45143.9038,2025-12-19 23:02:34
1766185356,45142.5768,2025-12-19 23:02:36
1766185358,45145.4928,2025-12-19 23:02:38
1766185360,45163.7776,2025-12-19 23:02:40
1766185362,45163.5602,2025-12-19 23:02:42
1766185364,45163.2037,2025-12-19 23:02:44
1766185366,45165.9009,2025-12-19 23:02:46
1766185368,45158.6912,2025-12-19 23:02:48
1766185370,45176.7226,2025-12-19 23:02:50
1766185372,45180.4805,2025-12-19 23:02:52
1766185374,45182.6422,2025-12-19 23:02:54
1766185376,45176.6667,2025-12-19 23:02:56
1766185378,45185.4371,2025-12-19 23:02:58
1766185380,45179.8433,2025-12-19 23:03:00
1766185382,45165.601,2025-12-19 23:03:02
1766185384,45158.1833,2025-12-19 23:03:04
1766185386,45178.8612,2025-12-19 23:03:06
1766185388,45174.8931,2025-12-19 23:03:08
1766185390,45174.0356,2025-12-19 23:03:10
1766185392,45150.6536,2025-12-19 23:03:12
1766185394,45148.5555,2025-12-19 23:03:14
1766185396,45144.8954,2025-12-19 23:03:16
1766185398,45137.7294,2025-12-19 23:03:18
1766185400,45151.9047,2025-12-19 23:03:20
1766185402,45150.8276,2025-12-19 23:03:22
1766185404,45140.5665,2025-12-19 23:03:24
1766185406,45141.9579,2025-12-19 23:03:26
1766185408,45157.9455,2025-12-19 23:03:28
1766185410,45152.6596,2025-12-19 23:03:30
1766185412,45140.1597,2025-12-19 23:03:32
1766185414,45143.524,2025-12-19 23:03:34
1766185416,45140.4738,2025-12-19 23:03:36
1766185418,45142.0243,2025-12-19 23:03:38
1766185420,45153.4023,2025-12-19 23:03:40
1766185422,45143.7403,2025-12-19 23:03:42
1766185424,45152.9739,2025-12-19 23:03:44
1766185426,45175.4117,2025-12-19 23:03:46
1766185428,45159.7789,2025-12-19 23:03:48
1766185430,45162.6247,2025-12-19 23:03:50
1766185432,45164.0136,2025-12-19 23:03:52
1766185434,45148.0537,2025-12-19 23:03:54
1766185436,45159.6215,2025-12-19 23:03:56
1766185438,45171.2386,2025-12-19 23:03:58
1766185440,45169.5205,2025-12-19 23:04:00
1766185442,45168.1964,2025-12-19 23:04:02
1766185444,45168.4245,2025-12-19 23:04:04
1766185446,45160.2428,2025-12-19 23:04:06
1766185448,45157.4563,2025-12-19 23:04:08
1766185450,45160.3462,2025-12-19 23:04:10
1766185452,45159.2094,2025-12-19 23:04:12
1766185454,45166.3995,2025-12-19 23:04:14
1766185456,45176.0058,2025-12-19 23:04:16
1766185458,45177.1948,2025-12-19 23:04:18
1766185460,45167.1169,2025-12-19 23:04:20
1766185462,45173.1928,2025-12-19 23:04:22
1766185464,45169.3319,2025-12-19 23:04:24
1766185466,45162.0547,2025-12-19 23:04:26
1766185468,45163.4913,2025-12-19 23:04:28
1766185470,45169.6819,2025-12-19 23:04:30
1766185472,45169.2866,2025-12-19 23:04:32
1766185474,45160.7175,2025-12-19 23:04:34
1766185476,45157.9314,2025-12-19 23:04:36
1766185478,45155.3788,2025-12-19 23:04:38
1766185480,45160.0594,2025-12-19 23:04:40
1766185482,45163.1876,2025-12-19 23:04:42
1766185484,45184.394,2025-12-19 23:04:44
1766185486,45199.3421,2025-12-19 23:04:46
1766185488,45207.063,2025-12-19 23:04:48
1766185490,45206.9334,2025-12-19 23:04:50
1766185492,45201.9715,2025-12-19 23:04:52
1766185494,45217.8782,2025-12-19 23:04:54
1766185496,45206.1466,2025-12-19 23:04:56
1766185498,45214.2852,2025-12-19 23:04:58
1766185500,45228.4736,2025-12-19 23:05:00
1766185502,45244.2077,2025-12-19 23:05:02
1766185504,45250.998,2025-12-19 23:05:04
1766185506,45246.4869,2025-12-19 23:05:06
1766185508,45238.236,2025-12-19 23:05:08
1766185510,45221.6006,2025-12-19 23:05:10
1766185512,45227.9729,2025-12-19 23:05:12
1766185514,45235.3836,2025-12-19 23:05:14
1766185516,45246.9809,2025-12-19 23:05:16
1766185518,45251.336,2025-12-19 23:05:18
1766185520,45250.2988,2025-12-19 23:05:20
1766185522,45235.8014,2025-12-19 23:05:22
1766185524,45260.0621,2025-12-19 23:05:24
1766185526,45250.625,2025-12-19 23:05:26
1766185528,45249.2892,2025-12-19 23:05:28
1766185530,45262.1257,2025-12-19 23:05:30
1766185532,45254.9122,2025-12-19 23:05:32
1766185534,45236.0655,2025-12-19 23:05:34
1766185536,45223.2551,2025-12-19 23:05:36
1766185538,45227.8356,2025-12-19 23:05:38
1766185540,45220.2188,2025-12-19 23:05:40
1766185542,45213.3113,2025-12-19 23:05:42
1766185544,45200.0329,2025-12-19 23:05:44
1766185546,45185.4184,2025-12-19 23:05:46
1766185548,45169.51,2025-12-19 23:05:48
1766185550,45170.5539,2025-12-19 23:05:50
1766185552,45174.4725,2025-12-19 23:05:52
1766185554,45174.6354,2025-12-19 23:05:54
1766185556,45177.1891,2025-12-19 23:05:56
1766185558,45174.7791,2025-12-19 23:05:58
1766185560,45182.0831,2025-12-19 23:06:00
1766185562,45180.3924,2025-12-19 23:06:02
1766185564,45194.1108,2025-12-19 23:06:04
1766185566,45191.9868,2025-12-19 23:06:06
1766185568,45183.6783,2025-12-19 23:06:08
1766185570,45196.537,2025-12-19 23:06:10
1766185572,45200.7926,2025-12-19 23:06:12
1766185574,45210.1866,2025-12-19 23:06:14
1766185576,45212.958,2025-12-19 23:06:16
1766185578,45203.6996,2025-12-19 23:06:18
1766185580,45213.4669,2025-12-19 23:06:20
1766185582,45211.0702,2025-12-19 23:06:22
1766185584,45225.0121,2025-12-19 23:06:24
1766185586,45220.6098,2025-12-19 23:06:26
1766185588,45206.5976,2025-12-19 23:06:28
1766185590,45220.5395,2025-12-19 23:06:30
1766185592,45214.667,2025-12-19 23:06:32
1766185594,45225.0108,2025-12-19 23:06:34
1766185596,45215.454,2025-12-19 23:06:36
1766185598,45225.4578,2025-12-19 23:06:38
1766185600,45232.6472,2025-12-19 23:06:40
1766185602,45225.2614,2025-12-19 23:06:42
1766185604,45221.7724,2025-12-19 23:06:44
1766185606,45221.4847,2025-12-19 23:06:46
1766185608,45227.7832,2025-12-19 23:06:48
1766185610,45215.6756,2025-12-19 23:06:50
1766185612,45217.8915,2025-12-19 23:06:52
1766185614,45213.812,2025-12-19 23:06:54
1766185616,45203.2852,2025-12-19 23:06:56
1766185618,45198.6995,2025-12-19 23:06:58
1766185620,45201.908,2025-12-19 23:07:00
1766185622,45201.8825,2025-12-19 23:07:02
1766185624,45197.5709,2025-12-19 23:07:04
1766185626,45189.2139,2025-12-19 23:07:06
1766185628,45197.9864,2025-12-19 23:07:08
1766185630,45192.8765,2025-12-19 23:07:10
1766185632,45191.6803,2025-12-19 23:07:12
1766185634,45197.8422,2025-12-19 23:07:14
1766185636,45199.4882,2025-12-19 23:07:16
1766185638,45207.4015,2025-12-19 23:07:18
1766185640,45194.7385,2025-12-19 23:07:20
1766185642,45200.9993,2025-12-19 23:07:22
1766185644,45189.3435,2025-12-19 23:07:24
1766185646,45182.5201,2025-12-19 23:07:26
1766185648,45184.4322,2025-12-19 23:07:28
1766185650,45180.8975,2025-12-19 23:07:30
1766185652,45170.689,2025-12-19 23:07:32
1766185654,45165.4657,2025-12-19 23:07:34
1766185656,45166.4273,2025-12-19 23:07:36
1766185658,45165.5272,2025-12-19 23:07:38
1766185660,45176.1335,2025-12-19 23:07:40
1766185662,45172.8784,2025-12-19 23:07:42
1766185664,45183.3281,2025-12-19 23:07:44
1766185666,45190.6762,2025-12-19 23:07:46
1766185668,45194.2693,2025-12-19 23:07:48
1766185670,45204.8207,2025-12-19 23:07:50
1766185672,45213.5067,2025-12-19 23:07:52
1766185674,45196.2997,2025-12-19 23:07:54
1766185676,45200.8104,2025-12-19 23:07:56
1766185678,45208.3832,2025-12-19 23:07:58
1766185680,45201.1128,2025-12-19 23:08:00
1766185682,45207.914,2025-12-19 23:08:02
1766185684,45212.199,2025-12-19 23:08:04
1766185686,45208.9338,2025-12-19 23:08:06
1766185688,45208.0727,2025-12-19 23:08:08
1766185690,45202.9112,2025-12-19 23:08:10
1766185692,45200.7224,2025-12-19 23:08:12
1766185694,45214.0356,2025-12-19 23:08:14
1766185696,45214.0897,2025-12-19 23:08:16
1766185698,45232.1192,2025-12-19 23:08:18
1766185700,45236.634,2025-12-19 23:08:20
1766185702,45241.7327,2025-12-19 23:08:22
1766185704,45234.4344,2025-12-19 23:08:24
1766185706,45237.9775,2025-12-19 23:08:26
1766185708,45251.977,2025-12-19 23:08:28
1766185710,45263.4925,2025-12-19 23:08:30
1766185712,45261.0593,2025-12-19 23:08:32
1766185714,45260.2959,2025-12-19 23:08:34
1766185716,45252.6935,2025-12-19 23:08:36
1766185718,45247.5005,2025-12-19 23:08:38
1766185720,45251.1969,2025-12-19 23:08:40
1766185722,45265.8804,2025-12-19 23:08:42
1766185724,45286.6599,2025-12-19 23:08:44
1766185726,45282.0756,2025-12-19 23:08:46
1766185728,45283.3283,2025-12-19 23:08:48
1766185730,45299.2934,2025-12-19 23:08:50
1766185732,45297.2203,2025-12-19 23:08:52
1766185734,45301.7643,2025-12-19 23:08:54
1766185736,45304.8734,2025-12-19 23:08:56
1766185738,45303.5449,2025-12-19 23:08:58
1766185740,45299.2901,2025-12-19 23:09:00
1766185742,45299.5234,2025-12-19 23:09:02
1766185744,45303.1877,2025-12-19 23:09:04
1766185746,45309.2035,2025-12-19 23:09:06
1766185748,45311.0412,2025-12-19 23:09:08
1766185750,45306.0293,2025-12-19 23:09:10
1766185752,45302.1729,2025-12-19 23:09:12
1766185754,45289.632,2025-12-19 23:09:14
1766185756,45281.4814,2025-12-19 23:09:16
1766185758,45271.5484,2025-12-19 23:09:18
1766185760,45264.9985,2025-12-19 23:09:20
1766185762,45280.5685,2025-12-19 23:09:22
1766185764,45293.5254,2025-12-19 23:09:24
1766185766,45280.6989,2025-12-19 23:09:26
1766185768,45280.4593,2025-12-19 23:09:28
1766185770,45290.9828,2025-12-19 23:09:30
1766185772,45282.9669,2025-12-19 23:09:32
1766185774,45269.6975,2025-12-19 23:09:34
1766185776,45271.7019,2025-12-19 23:09:36
1766185778,45265.696,2025-12-19 23:09:38
1766185780,45264.2008,2025-12-19 23:09:40
1766185782,45260.7911,2025-12-19 23:09:42
1766185784,45256.4268,2025-12-19 23:09:44
1766185786,45256.584,2025-12-19 23:09:46
1766185788,45262.14,2025-12-19 23:09:48
1766185790,45258.5894,2025-12-19 23:09:50
1766185792,45257.4277,2025-12-19 23:09:52
1766185794,45253.7769,2025-12-19 23:09:54
1766185796,45253.6798,2025-12-19 23:09:56
1766185798,45251.8108,2025-12-19 23:09:58
1766185800,45261.3594,2025-12-19 23:10:00
1766185802,45256.0907,2025-12-19 23:10:02
1766185804,45247.8979,2025-12-19 23:10:04
1766185806,45251.6884,2025-12-19 23:10:06
1766185808,45249.8894,2025-12-19 23:10:08
1766185810,45252.0596,2025-12-19 23:10:10
1766185812,45262.8673,2025-12-19 23:10:12
1766185814,45264.6492,2025-12-19 23:10:14
1766185816,45273.8398,2025-12-19 23:10:16
1766185818,45280.3423,2025-12-19 23:10:18
1766185820,45276.8128,2025-12-19 23:10:20
1766185822,45273.1763,2025-12-19 23:10:22
1766185824,45276.6686,2025-12-19 23:10:24
1766185826,45283.4797,2025-12-19 23:10:26
1766185828,45281.9736,2025-12-19 23:10:28
1766185830,45289.8145,2025-12-19 23:10:30
1766185832,45290.0042,2025-12-19 23:10:32
1766185834,45295.6342,2025-12-19 23:10:34
1766185836,45289.411,2025-12-19 23:10:36
1766185838,45281.8765,2025-12-19 23:10:38
1766185840,45277.736,2025-12-19 23:10:40
1766185842,45272.0534,2025-12-19 23:10:42
1766185844,45265.3556,2025-12-19 23:10:44
1766185846,45272.0456,2025-12-19 23:10:46
1766185848,45278.2593,2025-12-19 23:10:48
1766185850,45282.8966,2025-12-19 23:10:50
1766185852,45271.2754,2025-12-19 23:10:52
1766185854,45280.8608,2025-12-19 23:10:54
1766185856,45279.1448,2025-12-19 23:10:56
1766185858,45271.4126,2025-12-19 23:10:58
1766185860,45271.3029,2025-12-19 23:11:00
1766185862,45272.456,2025-12-19 23:11:02
1766185864,45290.9064,2025-12-19 23:11:04
1766185866,45287.8548,2025-12-19 23:11:06
1766185868,45291.8625,2025-12-19 23:11:08
1766185870,45295.8584,2025-12-19 23:11:10
1766185872,45290.7158,2025-12-19 23:11:12
1766185874,45278.1406,2025-12-19 23:11:14
1766185876,45276.5532,2025-12-19 23:11:16
1766185878,45270.1586,2025-12-19 23:11:18
1766185880,45255.3176,2025-12-19 23:11:20
1766185882,45275.0693,2025-12-19 23:11:22
1766185884,45266.1297,2025-12-19 23:11:24
1766185886,45262.0535,2025-12-19 23:11:26
1766185888,45273.1084,2025-12-19 23:11:28
1766185890,45278.4177,2025-12-19 23:11:30
1766185892,45250.8408,2025-12-19 23:11:32
1766185894,45269.9668,2025-12-19 23:11:34
1766185896,45259.5985,2025-12-19 23:11:36
1766185898,45269.5139,2025-12-19 23:11:38
1766185900,45272.4548,2025-12-19 23:11:40
1766185902,45271.724,2025-12-19 23:11:42
1766185904,45268.9966,2025-12-19 23:11:44
1766185906,45253.877,2025-12-19 23:11:46
1766185908,45243.4501,2025-12-19 23:11:48
1766185910,45245.4698,2025-12-19 23:11:50
1766185912,45237.2632,2025-12-19 23:11:52
1766185914,45240.1666,2025-12-19 23:11:54
1766185916,45238.5348,2025-12-19 23:11:56
1766185918,45235.6441,2025-12-19 23:11:58
1766185920,45245.6109,2025-12-19 23:12:00
1766185922,45242.8456,2025-12-19 23:12:02
1766185924,45244.7618,2025-12-19 23:12:04
1766185926,45240.2557,2025-12-19 23:12:06
1766185928,45241.2848,2025-12-19 23:12:08
1766185930,45224.5738,2025-12-19 23:12:10
1766185932,45214.7273,2025-12-19 23:12:12
1766185934,45213.7665,2025-12-19 23:12:14
1766185936,45210.8111,2025-12-19 23:12:16
1766185938,45208.8373,2025-12-19 23:12:18
1766185940,45220.8983,2025-12-19 23:12:20
1766185942,45220.2151,2025-12-19 23:12:22
1766185944,45222.2496,2025-12-19 23:12:24
1766185946,45228.7673,2025-12-19 23:12:26
1766185948,45244.4773,2025-12-19 23:12:28
1766185950,45242.8094,2025-12-19 23:12:30
1766185952,45240.5866,2025-12-19 23:12:32
1766185954,45256.2119,2025-12-19 23:12:34
1766185956,45257.9044,2025-12-19 23:12:36
1766185958,45260.7357,2025-12-19 23:12:38
1766185960,45271.1281,2025-12-19 23:12:40
1766185962,45274.2621,2025-12-19 23:12:42
1766185964,45270.742,2025-12-19 23:12:44
1766185966,45265.109,2025-12-19 23:12:46
1766185968,45246.0939,2025-12-19 23:12:48
1766185970,45250.9036,2025-12-19 23:12:50
1766185972,45260.7034,2025-12-19 23:12:52
1766185974,45270.4898,2025-12-19 23:12:54
1766185976,45252.9539,2025-12-19 23:12:56
1766185978,45255.021,2025-12-19 23:12:58
1766185980,45251.6747,2025-12-19 23:13:00
1766185982,45233.8002,2025-12-19 23:13:02
1766185984,45230.8844,2025-12-19 23:13:04
1766185986,45216.8419,2025-12-19 23:13:06
1766185988,45207.0668,2025-12-19 23:13:08
1766185990,45213.9475,2025-12-19 23:13:10
1766185992,45211.2945,2025-12-19 23:13:12
1766185994,45227.8292,2025-12-19 23:13:14
1766185996,45230.5132,2025-12-19 23:13:16
1766185998,45231.3512,2025-12-19 23:13:18
1766186000,45240.3828,2025-12-19 23:13:20
1766186002,45223.5871,2025-12-19 23:13:22
1766186004,45226.5648,2025-12-19 23:13:24
1766186006,45233.0942,2025-12-19 23:13:26
1766186008,45224.059,2025-12-19 23:13:28
1766186010,45210.965,2025-12-19 23:13:30
1766186012,45199.0465,2025-12-19 23:13:32
1766186014,45197.7061,2025-12-19 23:13:34
1766186016,45199.0313,2025-12-19 23:13:36
1766186018,45210.3659,2025-12-19 23:13:38
1766186020,45215.3032,2025-12-19 23:13:40
1766186022,45210.0566,2025-12-19 23:13:42
1766186024,45214.3865,2025-12-19 23:13:44
1766186026,45201.4625,2025-12-19 23:13:46
1766186028,45192.6154,2025-12-19 23:13:48
1766186030,45197.8185,2025-12-19 23:13:50
1766186032,45181.6211,2025-12-19 23:13:52
1766186034,45184.6616,2025-12-19 23:13:54
1766186036,45188.1079,2025-12-19 23:13:56
1766186038,45180.6848,2025-12-19 23:13:58
1766186040,45182.0761,2025-12-19 23:14:00
1766186042,45176.3662,2025-12-19 23:14:02
1766186044,45169.6789,2025-12-19 23:14:04
1766186046,45177.0834,2025-12-19 23:14:06
1766186048,45190.0031,2025-12-19 23:14:08
1766186050,45185.3843,2025-12-19 23:14:10
1766186052,45203.8164,2025-12-19 23:14:12
1766186054,45206.3157,2025-12-19 23:14:14
1766186056,45205.9085,2025-12-19 23:14:16
1766186058,45197.8638,2025-12-19 23:14:18
1766186060,45204.6669,2025-12-19 23:14:20
1766186062,45215.899,2025-12-19 23:14:22
1766186064,45197.785,2025-12-19 23:14:24
1766186066,45204.5305,2025-12-19 23:14:26
1766186068,45210.8879,2025-12-19 23:14:28
1766186070,45206.3371,2025-12-19 23:14:30
1766186072,45187.3189,2025-12-19 23:14:32
1766186074,45173.3197,2025-12-19 23:14:34
1766186076,45163.9769,2025-12-19 23:14:36
1766186078,45170.7031,2025-12-19 23:14:38
1766186080,45174.3027,2025-12-19 23:14:40
1766186082,45155.5216,2025-12-19 23:14:42
1766186084,45153.0915,2025-12-19 23:14:44
1766186086,45140.9288,2025-12-19 23:14:46
1766186088,45149.6233,2025-12-19 23:14:48
1766186090,45151.3483,2025-12-19 23:14:50
1766186092,45161.3408,2025-12-19 23:14:52
1766186094,45148.7129,2025-12-19 23:14:54
1766186096,45162.1523,2025-12-19 23:14:56
1766186098,45160.4622,2025-12-19 23:14:58
1766186100,45175.7489,2025-12-19 23:15:00
1766186102,45176.4947,2025-12-19 23:15:02
1766186104,45183.0142,2025-12-19 23:15:04
1766186106,45183.8999,2025-12-19 23:15:06
1766186108,45179.011,2025-12-19 23:15:08
1766186110,45181.1731,2025-12-19 23:15:10
1766186112,45171.4887,2025-12-19 23:15:12
1766186114,45172.6616,2025-12-19 23:15:14
1766186116,45151.8944,2025-12-19 23:15:16
1766186118,45147.2506,2025-12-19 23:15:18
1766186120,45156.9178,2025-12-19 23:15:20
1766186122,45159.8815,2025-12-19 23:15:22
1766186124,45161.9774,2025-12-19 23:15:24
1766186126,45172.3573,2025-12-19 23:15:26
1766186128,45183.3211,2025-12-19 23:15:28
1766186130,45170.3721,2025-12-19 23:15:30
1766186132,45159.8944,2025-12-19 23:15:32
1766186134,45169.2395,2025-12-19 23:15:34
1766186136,45160.3591,2025-12-19 23:15:36
1766186138,45148.5718,2025-12-19 23:15:38
1766186140,45153.2355,2025-12-19 23:15:40
1766186142,45160.614,2025-12-19 23:15:42
1766186144,45166.4692,2025-12-19 23:15:44
1766186146,45170.176,2025-12-19 23:15:46
1766186148,45181.4734,2025-12-19 23:15:48
1766186150,45185.2569,2025-12-19 23:15:50
1766186152,45176.1248,2025-12-19 23:15:52
1766186154,45186.3471,2025-12-19 23:15:54
1766186156,45187.2744,2025-12-19 23:15:56
1766186158,45186.6431,2025-12-19 23:15:58
1766186160,45175.4434,2025-12-19 23:16:00
1766186162,45190.7872,2025-12-19 23:16:02
1766186164,45182.8043,2025-12-19 23:16:04
1766186166,45177.6703,2025-12-19 23:16:06
1766186168,45177.4062,2025-12-19 23:16:08
1766186170,45194.328,2025-12-19 23:16:10
1766186172,45184.4468,2025-12-19 23:16:12
1766186174,45180.775,2025-12-19 23:16:14
1766186176,45178.3756,2025-12-19 23:16:16
1766186178,45182.705,2025-12-19 23:16:18
1766186180,45169.3474,2025-12-19 23:16:20
1766186182,45155.749,2025-12-19 23:16:22
1766186184,45157.8262,2025-12-19 23:16:24
1766186186,45163.7891,2025-12-19 23:16:26
1766186188,45178.9507,2025-12-19 23:16:28
1766186190,45182.5121,2025-12-19 23:16:30
1766186192,45175.025,2025-12-19 23:16:32
1766186194,45174.226,2025-12-19 23:16:34
1766186196,45175.6486,2025-12-19 23:16:36
1766186198,45165.2899,2025-12-19 23:16:38
1766186200,45159.6528,2025-12-19 23:16:40
1766186202,45156.6615,2025-12-19 23:16:42
1766186204,45158.5693,2025-12-19 23:16:44
1766186206,45173.1042,2025-12-19 23:16:46
1766186208,45174.734,2025-12-19 23:16:48
1766186210,45182.7461,2025-12-19 23:16:50
1766186212,45177.5985,2025-12-19 23:16:52
1766186214,45174.7612,2025-12-19 23:16:54
1766186216,45175.3812,2025-12-19 23:16:56
1766186218,45176.8381,2025-12-19 23:16:58
1766186220,45177.369,2025-12-19 23:17:00
1766186222,45169.3982,2025-12-19 23:17:02
1766186224,45166.5824,2025-12-19 23:17:04
1766186226,45162.6016,2025-12-19 23:17:06
1766186228,45158.2969,2025-12-19 23:17:08
1766186230,45158.1208,2025-12-19 23:17:10
1766186232,45169.2954,2025-12-19 23:17:12
1766186234,45169.1918,2025-12-19 23:17:14
1766186236,45167.3773,2025-12-19 23:17:16
1766186238,45176.7918,2025-12-19 23:17:18
1766186240,45177.8314,2025-12-19 23:17:20
1766186242,45176.7661,2025-12-19 23:17:22
1766186244,45172.2954,2025-12-19 23:17:24
1766186246,45183.5685,2025-12-19 23:17:26
1766186248,45175.8705,2025-12-19 23:17:28
1766186250,45179.5488,2025-12-19 23:17:30
1766186252,45182.0976,2025-12-19 23:17:32
1766186254,45193.1046,2025-12-19 23:17:34
1766186256,45183.1557,2025-12-19 23:17:36
1766186258,45170.8037,2025-12-19 23:17:38
1766186260,45174.9333,2025-12-19 23:17:40
1766186262,45168.4049,2025-12-19 23:17:42
1766186264,45178.4944,2025-12-19 23:17:44
1766186266,45174.2555,2025-12-19 23:17:46
1766186268,45178.2716,2025-12-19 23:17:48
1766186270,45162.3508,2025-12-19 23:17:50
1766186272,45158.5902,2025-12-19 23:17:52
1766186274,45157.0964,2025-12-19 23:17:54
1766186276,45169.1149,2025-12-19 23:17:56
1766186278,45166.8926,2025-12-19 23:17:58
1766186280,45163.41,2025-12-19 23:18:00
1766186282,45170.6462,2025-12-19 23:18:02
1766186284,45184.6821,2025-12-19 23:18:04
1766186286,45182.4346,2025-12-19 23:18:06
1766186288,45180.1579,2025-12-19 23:18:08
1766186290,45186.1003,2025-12-19 23:18:10
1766186292,45193.3394,2025-12-19 23:18:12
1766186294,45183.8839,2025-12-19 23:18:14
1766186296,45193.8822,2025-12-19 23:18:16
1766186298,45194.6146,2025-12-19 23:18:18
1766186300,45181.8873,2025-12-19 23:18:20
1766186302,45168.7346,2025-12-19 23:18:22
1766186304,45154.3371,2025-12-19 23:18:24
1766186306,45140.9913,2025-12-19 23:18:26
1766186308,45137.4953,2025-12-19 23:18:28
1766186310,45139.8731,2025-12-19 23:18:30
1766186312,45136.6755,2025-12-19 23:18:32
1766186314,45139.6485,2025-12-19 23:18:34
1766186316,45133.1877,2025-12-19 23:18:36
1766186318,45134.0244,2025-12-19 23:18:38
1766186320,45128.9197,2025-12-19 23:18:40
1766186322,45131.0823,2025-12-19 23:18:42
1766186324,45129.1705,2025-12-19 23:18:44
1766186326,45124.2318,2025-12-19 23:18:46
1766186328,45121.557,2025-12-19 23:18:48
1766186330,45127.2822,2025-12-19 23:18:50
1766186332,45136.6992,2025-12-19 23:18:52
1766186334,45130.4261,2025-12-19 23:18:54
1766186336,45129.7533,2025-12-19 23:18:56
1766186338,45133.8338,2025-12-19 23:18:58
1766186340,45117.5137,2025-12-19 23:19:00
1766186342,45115.426,2025-12-19 23:19:02
1766186344,45109.9026,2025-12-19 23:19:04
1766186346,45112.3175,2025-12-19 23:19:06
1766186348,45117.7231,2025-12-19 23:19:08
1766186350,45123.8855,2025-12-19 23:19:10
1766186352,45135.5021,2025-12-19 23:19:12
1766186354,45140.7714,2025-12-19 23:19:14
1766186356,45118.1377,2025-12-19 23:19:16
1766186358,45109.027,2025-12-19 23:19:18
1766186360,45118.8909,2025-12-19 23:19:20
1766186362,45105.2586,2025-12-19 23:19:22
1766186364,45106.9639,2025-12-19 23:19:24
1766186366,45109.4449,2025-12-19 23:19:26
1766186368,45113.4266,2025-12-19 23:19:28
1766186370,45107.1625,2025-12-19 23:19:30
1766186372,45108.6635,2025-12-19 23:19:32
1766186374,45103.2843,2025-12-19 23:19:34
1766186376,45097.5891,2025-12-19 23:19:36
1766186378,45086.3833,2025-12-19 23:19:38
1766186380,45079.742,2025-12-19 23:19:40
1766186382,45061.8757,2025-12-19 23:19:42
1766186384,45078.4486,2025-12-19 23:19:44
1766186386,45087.1812,2025-12-19 23:19:46
1766186388,45095.319,2025-12-19 23:19:48
1766186390,45097.842,2025-12-19 23:19:50
1766186392,45092.1286,2025-12-19 23:19:52
1766186394,45086.7397,2025-12-19 23:19:54
1766186396,45089.0409,2025-12-19 23:19:56
1766186398,45086.5866,2025-12-19 23:19:58
1766186400,45092.9518,2025-12-19 23:20:00
1766186402,45112.2171,2025-12-19 23:20:02
1766186404,45112.527,2025-12-19 23:20:04
1766186406,45114.7518,2025-12-19 23:20:06
1766186408,45106.0634,2025-12-19 23:20:08
1766186410,45103.6402,2025-12-19 23:20:10
1766186412,45108.4756,2025-12-19 23:20:12
1766186414,45113.5927,2025-12-19 23:20:14
1766186416,45115.5432,2025-12-19 23:20:16
1766186418,45120.8036,2025-12-19 23:20:18
